No.,Time,Source,Destination,Protocol,Length,Info,RTT
664,174.6709526,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=22737 Ack=20928 Win=56475 Len=0,0.179093079
665,174.6982892,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
667,174.7854131,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=20928 Ack=23129 Win=4584 Len=0,0.087123917
672,174.8940009,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5854 Ack=13229 Win=64824 Len=0,0.172852919
673,176.7552094,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=20928 Ack=23129 Win=4584 Len=206 [TCP segment of a reassembled PDU]",
674,176.9938879,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=23129 Ack=21134 Win=56475 Len=0,0.238678537
675,177.1569536,10.42.0.250,13.211.139.52,HTTP/JSON,390,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
676,177.3992352,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=23129 Ack=21470 Win=56475 Len=0,0.242281538
677,177.3992769,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
678,177.5658831,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=21470 Ack=23521 Win=5760 Len=0,0.16660622
680,177.8392003,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5854 Ack=13608 Win=64824 Len=0,0.258313049
683,179.6249856,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=21470 Ack=23521 Win=5760 Len=206 [TCP segment of a reassembled PDU]",
684,179.9774553,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=23521 Ack=21676 Win=56475 Len=0,0.352469704
685,180.0233821,10.42.0.250,13.211.139.52,HTTP/JSON,390,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
686,180.4154928,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=23521 Ack=22012 Win=56475 Len=0,0.392110697
687,180.4155113,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
689,180.5364839,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=22012 Ack=23913 Win=5368 Len=0,0.12097257
690,180.8056148,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5854 Ack=13987 Win=64824 Len=0,0.354704419
693,182.4950223,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=22012 Ack=23913 Win=5368 Len=206 [TCP segment of a reassembled PDU]",
694,182.7524589,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=23913 Ack=22218 Win=56475 Len=0,0.25743666
695,182.8889629,10.42.0.250,13.211.139.52,HTTP/JSON,390,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
696,183.1624263,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=23913 Ack=22554 Win=56475 Len=0,0.27346348
697,183.1624413,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
699,183.5379102,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=22554 Ack=24305 Win=4976 Len=0,0.375468936
700,183.771794,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5854 Ack=14366 Win=64824 Len=0,0.350899722
706,185.4660274,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=22554 Ack=24305 Win=4976 Len=206 [TCP segment of a reassembled PDU]",
709,185.7354992,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5854 Ack=14397 Win=64824 Len=0,0.271793153
711,185.7355462,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=24305 Ack=22760 Win=56475 Len=0,0.269518798
712,185.7566793,10.42.0.250,13.211.139.52,HTTP/JSON,390,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
713,185.7880397,10.42.0.250,54.253.71.217,TCP,54,53521  >  8883 [ACK] Seq=14397 Ack=5885 Win=5000 Len=0,0.052502003
714,185.931499,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=24305 Ack=23096 Win=56475 Len=0,0.174819712
715,186.1793736,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
717,186.5387577,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=23096 Ack=24697 Win=4584 Len=0,0.359384088
718,187.1408008,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5885 Ack=14776 Win=64824 Len=0,0.748535256
721,188.4370271,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=23096 Ack=24697 Win=4584 Len=206 [TCP segment of a reassembled PDU]",
722,188.6122083,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=24697 Ack=23302 Win=56475 Len=0,0.175181249
723,188.6235741,10.42.0.250,13.211.139.52,HTTP/JSON,390,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
724,188.7977454,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=24697 Ack=23638 Win=56475 Len=0,0.174171291
725,188.840942,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
726,188.8488069,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=23638 Ack=25089 Win=5760 Len=0,0.007864851
728,189.0382999,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5885 Ack=15155 Win=64824 Len=0,0.174739667
729,190.9079097,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=23638 Ack=25089 Win=5760 Len=206 [TCP segment of a reassembled PDU]",
730,191.1776466,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=25089 Ack=23844 Win=56475 Len=0,0.26973693
731,191.3900512,10.42.0.250,13.211.139.52,HTTP/JSON,390,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
732,191.7629476,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=25089 Ack=24180 Win=56475 Len=0,0.372896388
733,191.7879569,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
735,192.0397258,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=24180 Ack=25481 Win=5368 Len=0,0.251768962
736,192.1691974,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5885 Ack=15534 Win=64824 Len=0,0.246007211
737,193.9671788,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=24180 Ack=25481 Win=5368 Len=206 [TCP segment of a reassembled PDU]",
738,194.592152,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=25481 Ack=24386 Win=56475 Len=0,0.624973209
739,194.7680532,10.42.0.250,13.211.139.52,HTTP/JSON,390,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
740,194.981808,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=25481 Ack=24722 Win=56475 Len=0,0.213754726
741,194.9818411,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
743,195.2909169,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=24722 Ack=25873 Win=4976 Len=0,0.309075858
744,195.5890279,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5885 Ack=15913 Win=64824 Len=0,0.385857068
745,197.2473974,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=24722 Ack=25873 Win=4976 Len=206 [TCP segment of a reassembled PDU]",
746,197.4662878,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=25873 Ack=24928 Win=56475 Len=0,0.218890393
747,197.6367145,10.42.0.250,13.211.139.52,HTTP/JSON,390,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
748,197.8128858,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=25873 Ack=25264 Win=56475 Len=0,0.176171367
749,197.8582335,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
751,198.0449352,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=25264 Ack=26265 Win=4584 Len=0,0.186701759
752,198.0813475,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5885 Ack=16292 Win=64824 Len=0,0.196777956
753,199.9274267,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=25264 Ack=26265 Win=4584 Len=206 [TCP segment of a reassembled PDU]",
754,200.1039183,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=26265 Ack=25470 Win=56475 Len=0,0.176491615
755,200.4017514,10.42.0.250,13.211.139.52,HTTP/JSON,390,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
756,200.5768523,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=26265 Ack=25806 Win=56475 Len=0,0.175100878
757,200.6211824,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
758,200.720448,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=25806 Ack=26657 Win=5760 Len=0,0.099265672
760,200.9117334,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5885 Ack=16671 Win=64824 Len=0,0.177914541
761,202.7784902,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=25806 Ack=26657 Win=5760 Len=206 [TCP segment of a reassembled PDU]",
762,202.9524074,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=26657 Ack=26012 Win=56475 Len=0,0.173917191
763,203.0661919,10.42.0.250,13.211.139.52,HTTP/JSON,390,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
764,203.2414736,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=26657 Ack=26348 Win=56475 Len=0,0.175281679
765,203.2806823,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
767,203.5421261,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=26348 Ack=27049 Win=5368 Len=0,0.261443818
768,203.5689674,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5885 Ack=17050 Win=64824 Len=0,0.174035293
770,205.4395053,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=26348 Ack=27049 Win=5368 Len=206 [TCP segment of a reassembled PDU]",
771,205.6117154,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5885 Ack=17081 Win=64824 Len=0,0.174963251
773,205.6600734,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=27049 Ack=26554 Win=56475 Len=0,0.22056814
774,205.6623278,10.42.0.250,13.211.139.52,HTTP/JSON,451,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
775,205.7936113,10.42.0.250,54.253.71.217,TCP,54,53521  >  8883 [ACK] Seq=17081 Ack=5916 Win=4969 Len=0,0.181842826
776,205.8401166,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=27049 Ack=26951 Win=56475 Len=0,0.177788861
777,205.9189297,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
778,206.0437266,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=26951 Ack=27441 Win=4976 Len=0,0.12479683
780,206.5829101,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5916 Ack=17521 Win=64824 Len=0,0.525228627
781,208.1005887,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=26951 Ack=27441 Win=4976 Len=206 [TCP segment of a reassembled PDU]",
782,208.4557658,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=27441 Ack=27157 Win=56475 Len=0,0.35517705
783,208.4893771,10.42.0.250,13.211.139.52,HTTP/JSON,451,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
784,208.8929878,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=27441 Ack=27554 Win=56475 Len=0,0.403610669
785,209.1595615,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
787,209.5443008,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=27554 Ack=27833 Win=4584 Len=0,0.384739303
788,209.5681842,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5916 Ack=17961 Win=64824 Len=0,0.241037715
789,211.3706288,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=27554 Ack=27833 Win=4584 Len=206 [TCP segment of a reassembled PDU]",
792,211.8078419,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=27833 Ack=27760 Win=56475 Len=0,0.437213105
793,211.8134412,10.42.0.250,13.211.139.52,HTTP/JSON,451,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
794,211.9886024,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=27833 Ack=28157 Win=56475 Len=0,0.175161116
795,212.0240153,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
796,212.1823731,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=28157 Ack=28225 Win=5760 Len=0,0.158357816
798,212.3726436,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5916 Ack=18401 Win=64824 Len=0,0.174800243
800,214.2417196,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=28157 Ack=28225 Win=5760 Len=206 [TCP segment of a reassembled PDU]",
802,214.4683587,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=28225 Ack=28363 Win=56475 Len=0,0.226639092
803,214.6333027,10.42.0.250,13.211.139.52,HTTP/JSON,451,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
804,214.8807543,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=28225 Ack=28760 Win=56475 Len=0,0.247451601
805,214.8808049,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
806,215.0450436,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=28760 Ack=28617 Win=5368 Len=0,0.16423871
808,215.2488269,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5916 Ack=18841 Win=64824 Len=0,0.181030049
817,217.1118083,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=28760 Ack=28617 Win=5368 Len=206 [TCP segment of a reassembled PDU]",
820,217.3309158,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=28617 Ack=28966 Win=56475 Len=0,0.219107472
821,217.5021582,10.42.0.250,13.211.139.52,HTTP/JSON,451,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
822,217.6763546,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=28617 Ack=29363 Win=56475 Len=0,0.174196452
823,217.7219235,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
825,217.7982104,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=29363 Ack=29009 Win=4976 Len=0,0.076286946
826,217.9235759,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5916 Ack=19281 Win=64824 Len=0,0.175647572
833,219.7954902,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=29363 Ack=29009 Win=4976 Len=206 [TCP segment of a reassembled PDU]",
834,219.9710358,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=29009 Ack=29569 Win=56475 Len=0,0.175545634
835,220.166754,10.42.0.250,13.211.139.52,HTTP/JSON,451,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
836,220.3407155,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=29009 Ack=29966 Win=56475 Len=0,0.173961518
837,220.380665,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
839,220.5470844,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=29966 Ack=29401 Win=4584 Len=0,0.166419353
840,220.5900933,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5916 Ack=19721 Win=64824 Len=0,0.17766591
841,222.4768919,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=29966 Ack=29401 Win=4584 Len=206 [TCP segment of a reassembled PDU]",
842,222.8486895,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=29401 Ack=30172 Win=56475 Len=0,0.371797591
843,223.140956,10.42.0.250,13.211.139.52,HTTP/JSON,451,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
844,223.4619599,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=29401 Ack=30569 Win=56475 Len=0,0.321003873
845,223.7323477,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
846,223.8639057,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=30569 Ack=29793 Win=5760 Len=0,0.131557974
848,224.1705453,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5916 Ack=20161 Win=64824 Len=0,0.268070242
856,225.9261391,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=30569 Ack=29793 Win=5760 Len=206 [TCP segment of a reassembled PDU]",
857,226.3602954,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5916 Ack=20192 Win=64824 Len=0,0.434156642
859,226.3603169,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=29793 Ack=30775 Win=56475 Len=0,0.434177834
860,226.526515,10.42.0.250,13.211.139.52,HTTP/JSON,451,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
861,226.5459976,10.42.0.250,54.253.71.217,TCP,54,53521  >  8883 [ACK] Seq=20192 Ack=5947 Win=4938 Len=0,0.185683549
862,226.8654054,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=29793 Ack=31172 Win=56475 Len=0,0.338890377
863,226.8654453,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
865,227.0521663,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=31172 Ack=30185 Win=5368 Len=0,0.186720937
866,227.1649088,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5947 Ack=20632 Win=64824 Len=0,0.215641462
867,228.9941071,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=31172 Ack=30185 Win=5368 Len=206 [TCP segment of a reassembled PDU]",
868,229.2097908,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=30185 Ack=31378 Win=56475 Len=0,0.215683696
869,229.3820116,10.42.0.250,13.211.139.52,HTTP/JSON,451,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
870,229.5559747,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=30185 Ack=31775 Win=56475 Len=0,0.173963145
871,229.5795221,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
873,229.7839926,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5947 Ack=21072 Win=64824 Len=0,0.173856156
874,229.7971987,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=31775 Ack=30577 Win=4976 Len=0,0.217676633
877,231.6551906,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=31775 Ack=30577 Win=4976 Len=206 [TCP segment of a reassembled PDU]",
878,231.903534,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=30577 Ack=31981 Win=56475 Len=0,0.248343427
879,232.0413868,10.42.0.250,13.211.139.52,HTTP/JSON,451,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
880,232.2166861,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=30577 Ack=32378 Win=56475 Len=0,0.175299205
881,232.2584369,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
883,232.2969854,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=32378 Ack=30969 Win=4584 Len=0,0.038548517
884,232.4547296,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5947 Ack=21512 Win=64824 Len=0,0.173707966
885,234.3259828,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=32378 Ack=30969 Win=4584 Len=206 [TCP segment of a reassembled PDU]",
886,234.5012434,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=30969 Ack=32584 Win=56475 Len=0,0.175260602
887,234.7079799,10.42.0.250,13.211.139.52,HTTP/JSON,501,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
888,234.8818375,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=30969 Ack=33031 Win=56475 Len=0,0.173857658
889,234.9208787,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
890,234.9267252,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=33031 Ack=31361 Win=5760 Len=0,0.005846413
892,235.1140049,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5947 Ack=22002 Win=64824 Len=0,0.172286201
894,236.996308,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=33031 Ack=31361 Win=5760 Len=206 [TCP segment of a reassembled PDU]",
897,237.4003984,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=31361 Ack=33237 Win=56475 Len=0,0.404090341
898,237.4034687,10.42.0.250,13.211.139.52,HTTP/JSON,501,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
899,237.57873,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=31361 Ack=33684 Win=56475 Len=0,0.175261297
900,237.8435989,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
902,238.0472323,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=33684 Ack=31753 Win=5368 Len=0,0.203633439
903,238.2812588,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5947 Ack=22492 Win=64824 Len=0,0.278892591
904,240.0573837,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=33684 Ack=31753 Win=5368 Len=206 [TCP segment of a reassembled PDU]",
905,240.4174536,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=31753 Ack=33890 Win=56475 Len=0,0.360069917
906,240.6472399,10.42.0.250,13.211.139.52,HTTP/JSON,501,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
907,240.9929802,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=31753 Ack=34337 Win=56475 Len=0,0.345740278
908,241.3087739,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
910,241.5483609,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=34337 Ack=32145 Win=4976 Len=0,0.239587002
911,241.808592,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5947 Ack=22982 Win=64824 Len=0,0.325109209
912,243.538532,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=34337 Ack=32145 Win=4976 Len=206 [TCP segment of a reassembled PDU]",
913,243.7534763,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=32145 Ack=34543 Win=56475 Len=0,0.214944269
914,243.9285626,10.42.0.250,13.211.139.52,HTTP/JSON,501,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
915,244.2112239,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=32145 Ack=34990 Win=56475 Len=0,0.282661231
916,244.4305732,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
917,244.5486283,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=34990 Ack=32537 Win=4584 Len=0,0.118055171
919,244.8358276,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5947 Ack=23472 Win=64824 Len=0,0.281518655
923,246.6104877,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=34990 Ack=32537 Win=4584 Len=206 [TCP segment of a reassembled PDU]",
924,247.0115139,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5947 Ack=23503 Win=64824 Len=0,0.403316627
926,247.0115542,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=32537 Ack=35196 Win=56475 Len=0,0.401066445
927,247.2997252,10.42.0.250,13.211.139.52,HTTP/JSON,501,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
928,247.5490155,10.42.0.250,54.253.71.217,TCP,54,53521  >  8883 [ACK] Seq=23503 Ack=5978 Win=4907 Len=0,0.537468956
929,247.5801622,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=32537 Ack=35643 Win=56475 Len=0,0.280437042
930,247.6262253,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
931,247.6320456,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=35643 Ack=32929 Win=5760 Len=0,0.005820245
933,248.2577007,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5978 Ack=23993 Win=64824 Len=0,0.609707626
